,event,gid,layer,cell,x,y,r,phi,trackIndex,centerX,centerY,radius,momx,momy,momz,chargeParticle,flightLength,currentTrackPID,rawDriftTime,creatorProcessturnID,isScondary
43,15,318,5,66,12.886199999999999,-4.374275,13.608395651788824,-0.3272492020050037,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,28.3833,,-9999
44,15,319,5,67,13.218399999999999,-3.2345245,13.608388857653216,-0.23998295759126234,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,41.4113,,-9999
45,15,320,5,68,13.45,-2.0701555,13.608381380391286,-0.1527164912484652,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,33.8605,,-9999
46,15,321,5,69,13.57925,-0.89003,13.608386530496551,-0.06544976867832118,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,52.544,,-9999
47,15,322,5,70,13.605149999999998,0.29686499999999993,13.608388418572014,0.021816584128277264,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,204.566,,-9999
8,15,324,6,0,14.4329,3.166685,14.776213868891618,0.21598498826892926,8,76.6018,-155.921,173.406,484.643,188.076,-1240.46,-1,397.931,-211,111.375,Decay,0
56,15,399,6,75,14.54615,-2.5976100000000018,14.776266698141313,-0.1767143999898378,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,84.9459,,-9999
57,15,400,6,76,14.7051,-1.448325,14.776251598955163,-0.09817470741799049,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,199.217,,-9999
9,15,405,7,1,15.3929,4.016719999999999,15.908344036020845,0.2552542164366385,8,76.7209,-155.864,173.395,485.582,185.552,-1240.47,-1,423.306,-211,122.828,Decay,0
10,15,488,8,4,18.201,7.53753,19.70001927666316,0.39262540360896553,8,77.4619,-155.499,173.31,488.313,177.493,-1240.56,-1,526.662,-211,40.8499,Decay,0
11,15,564,9,4,19.9992,7.32951,21.299993368076432,0.3512891961425017,8,77.8944,-155.316,173.283,489.409,174.21,-1240.59,-1,570.449,-211,237.163,Decay,0
13,15,640,10,4,21.6264,7.69617,22.955004021539615,0.3418939204138098,8,78.3657,-155.152,173.287,490.967,169.799,-1240.58,-1,611.138,-211,811.096,Decay,0
12,15,641,10,5,21.0223,9.21937,22.955040415710446,0.4132930223521149,8,78.4353,-155.118,173.277,490.404,171.329,-1240.59,-1,602.169,-211,318.463,Decay,0
14,15,729,11,5,22.8252,9.05306,24.554992372297736,0.37759408234417596,8,78.8109,-154.988,173.276,491.624,167.786,-1240.59,-1,654.811,-211,19.8549,Decay,0
15,15,817,12,5,24.4771,9.38607,26.21500971685687,0.36616984286636645,8,79.2347,-154.81,173.243,492.693,164.308,-1240.62,-1,695.905,-211,38.1763,Decay,0
16,15,918,13,6,25.65,10.7717,27.81999318637587,0.3975849082356011,-1,26.0018,10.0665,0.00755317,-0.0118847,0.0192743,-0.00335461,-1,0.176116,11,296.851,hIoni,1
17,15,1018,14,6,27.3054,11.0725,29.464981340737346,0.38524378747153115,8,79.61,-154.633,173.191,495.133,156.287,-1240.67,-1,780.09,-211,203.313,Decay,0
18,15,1130,15,6,29.0995,10.86,31.059950100571637,0.35719366386053314,-1,79.7162,-154.569,173.161,496.406,151.887,-1240.7,-1,823.32,-211,20.385,Decay,0
19,15,1243,16,7,30.4995,11.765,32.68997897292074,0.3681566620053284,8,79.6472,-154.571,173.144,497.797,147.086,-1240.72,-1,863.582,-211,85.4025,Decay,0
20,15,1371,17,7,32.262,11.5435,34.26498265357798,0.34361092211857286,8,80.0248,-154.444,173.128,498.785,143.525,-1240.74,-1,890.083,-211,135.221,Decay,0
21,15,1499,18,7,33.8618,11.8488,35.874999103553996,0.3366003631019124,8,79.4508,-154.577,173.1,500.503,137.102,-1240.76,-1,946.384,-211,188.938,Decay,0
22,15,1640,19,8,35.0667,13.1607,37.45500598558222,0.3590378446559715,8,79.8482,-154.459,173.089,501.326,133.935,-1240.77,-1,975.979,-211,134.564,Decay,0
32,15,1699,19,67,-37.116,5.02771,37.45497729066325,3.0069528047020273,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,600.768,,-9999
23,15,1786,20,14,35.7181,17.32455,39.69789289512102,0.4516045796341841,8,79.3374,-154.526,173.027,503.406,125.121,-1240.83,-1,1051.32,-211,53.6316,Decay,0
24,15,1946,21,14,37.44475,17.262249999999998,41.2322031623948,0.4319686332349104,8,79.7679,-154.416,173.023,504.188,121.872,-1240.83,-1,1076.85,-211,1078.6,Decay,0
33,15,2039,21,107,-24.2357,-33.35755,41.23221187970032,-2.1991152753406493,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,564.978,,-9999
25,15,2106,22,14,38.5282,18.6875,42.82107952270704,0.45160355983699596,8,79.3827,-154.476,172.99,505.482,115.949,-1240.86,-1,1135.63,-211,63.9697,Decay,0
26,15,2266,23,14,40.366749999999996,18.6093,44.44975311576544,0.43196844553315733,8,79.4639,-154.419,172.951,506.402,111.323,-1240.91,-1,1170.73,-211,234.658,Decay,0
34,15,2350,23,98,-36.958650000000006,-24.69495,44.449773512640085,-2.552544600004318,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,389.699,,-9999
35,15,3048,27,108,-34.43445,-37.65345,51.02463761463671,-2.311570315633242,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,830.135,,-9999
60,15,4026,32,78,-33.15915,48.92985,59.10718610917796,2.1663900112241126,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,238.314,,-9999
61,15,4502,34,74,-29.31055,54.83625,62.17815255670596,2.061669664348029,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,466.103,,-9999
62,15,4508,34,80,-37.528,49.575900000000004,62.17813638900735,2.218750140846741,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,203.522,,-9999
73,15,4583,34,155,-31.440849999999998,-53.6432,62.17813084165927,-2.1009404539017087,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,563.727,,-9999
74,15,4591,34,163,-19.6007,-59.0079,62.178128814720694,-1.8915002159513747,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,625.714,,-9999
75,15,4592,34,164,-18.04935,-59.50075,62.17811742072125,-1.8653205582755894,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,631.85,,-9999
36,15,4832,35,164,-19.308149999999998,-60.77485,63.76822915014184,-1.8784112268807944,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,398.044,,-9999
59,15,4985,36,77,-22.1348,62.8989,66.67998944398536,1.9091723712751438,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,540.776,,-9999
63,15,4990,36,82,-29.6678,59.7164,66.6800328869145,2.031889961015987,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,220.003,,-9999
64,15,4993,36,85,-33.9804,57.3721,66.68002281470815,2.105520697491605,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,195.779,,-9999
65,15,5000,36,92,-43.2886,50.718,66.67997011067118,2.277327792585426,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,205.974,,-9999
66,15,5002,36,94,-45.7251,48.5329,66.68003563601327,2.3264148434818415,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,224.228,,-9999
67,15,5006,36,98,-50.2619,43.8173,66.67993979376406,2.4245895004437372,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,532.965,,-9999
68,15,5007,36,99,-51.3221,42.5706,66.67993650844308,2.449133430318223,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,543.627,,-9999
31,15,5252,37,88,-38.3356,56.5086,68.28499177213101,2.1668800876655294,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,142.895,,-9999
69,15,6028,40,96,-37.6512,62.7861,73.21002127202259,2.110976183569643,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,203.559,,-9999
70,15,6040,40,108,-52.6185,50.9019,73.21004006186583,2.372775209429804,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,503.727,,-9999
71,15,6043,40,111,-55.8349,47.3515,73.20997616623023,2.438224326412775,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,492.252,,-9999
40,16,32,0,32,0.8919849999999999,-7.536355,7.588958026386099,-1.4529867848454434,9,-223.488,-28.9175,225.52,64.1364,-673.043,-168.292,-1,81.5949,-211,45.4791,Decay,0
0,16,35,0,35,4.2162,-6.30999,7.588960155390196,-0.981747761601357,8,-135.902,-125.492,184.699,358.566,-421.936,844.529,1,143.505,211,31.2843,Decay,0
41,16,76,1,36,1.560382,-8.648625,8.78825957607927,-1.3922969265740641,9,-223.499,-28.9021,225.529,60.5549,-673.403,-168.172,-1,94.2559,-211,91.5629,Decay,0
1,16,79,1,39,5.012145,-7.218859999999999,8.78826132978674,-0.9638976595028707,8,-134.384,-127.276,184.706,361.186,-419.721,844.513,1,166.023,211,6.64076,Decay,0
42,16,122,2,38,0.98225,-9.972954999999999,10.021209831877835,-1.4726215894961188,9,-223.505,-28.901,225.535,56.8193,-673.746,-168.096,-1,107.367,-211,108.371,Decay,0
2,16,126,2,42,5.8371200000000005,-8.145695,10.021193388385687,-0.9490229826864077,8,-132.794,-129.114,184.708,363.913,-417.368,844.504,1,189.347,211,39.3292,Decay,0
43,16,177,3,45,1.580129,-11.192599999999999,11.303588032861112,-1.4305469593433038,9,-223.499,-28.9574,225.534,53.1682,-674.041,-168.101,-1,119.859,-211,18.5318,Decay,0
3,16,181,3,49,6.27992,-9.398555,11.30354949979983,-0.9817472392341653,8,-131.138,-131.003,184.709,366.631,-414.987,844.499,1,211.431,211,80.5034,Decay,0
44,16,234,4,46,0.913005,-12.3773,12.410927983838477,-1.4971652086604832,9,-223.501,-28.9593,225.536,49.809,-674.302,-168.075,-1,131.617,-211,89.2759,Decay,0
4,16,241,4,53,8.557845,-8.988574999999999,12.410930326718058,-0.8099412617136965,8,-129.721,-132.613,184.72,369.114,-412.822,844.475,1,232.742,211,159.875,Decay,0
45,16,305,5,53,1.4815,-13.5275,13.608383390395788,-1.4617134090700923,9,-223.503,-28.9402,225.537,46.2459,-674.559,-168.058,-1,143.805,-211,45.6313,Decay,0
5,16,313,5,61,9.830235,-9.410365,13.608397759782378,-0.7635795417744541,8,-128.099,-134.42,184.722,371.66,-410.54,844.468,1,254.293,211,25.637,Decay,0
46,16,382,6,58,0.869885,-14.75065,14.776277451906655,-1.5118918935765555,9,-223.501,-29.0083,225.539,42.8538,-674.789,-168.03,-1,155.562,-211,153.734,Decay,0
6,16,391,6,67,10.241205,-10.651530000000001,14.776243473661532,-0.805035240887691,-1,9.37859,-11.1196,0.0185023,-0.0525743,0.0176831,-0.01296,-1,1.26017,11,127.885,hIoni,1
47,16,463,7,59,1.5592899999999998,-15.83175,15.908352943237084,-1.4726216361371052,9,-223.501,-28.9928,225.538,39.5101,-674.99,-168.037,-1,167.808,-211,38.5139,Decay,0
7,16,472,7,68,11.467555,-11.025855,15.90830902890216,-0.7657638243167733,8,-125.05,-137.694,184.685,376.4,-406.05,844.523,1,297.038,211,4.92081,Decay,0
48,16,541,8,57,1.21927,-19.6622,19.699967720097916,-1.5088647648589233,9,-223.5,-29.1151,225.542,28.4176,-675.56,-167.959,-1,208.814,-211,218.835,Decay,0
8,16,549,8,65,13.039,-14.7674,19.70004121213963,-0.8474766475714254,8,-120.108,-142.926,184.687,383.964,-398.91,844.512,1,368.042,211,34.7706,Decay,0
49,16,618,9,58,2.19571,-21.1865,21.29997475712354,-1.4675277765401786,9,-223.505,-29.0889,225.545,23.66,-675.754,-167.906,-1,226.253,-211,83.0858,Decay,0
9,16,625,9,65,13.4261,-16.5357,21.299989100936177,-0.8888134009145917,8,-117.989,-145.097,184.678,387.17,-395.763,844.524,1,398.525,211,1050.26,Decay,0
91,16,693,10,57,-12.7007,-19.1213,22.954997150511694,-2.157101360647938,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1411.67,,-9999
50,16,702,10,66,1.29156,-22.9186,22.95496358510725,-1.5145016423730133,9,-223.501,-29.1862,225.545,18.8453,-675.905,-167.902,-1,242.457,-211,249.112,Decay,0
10,16,711,10,75,14.7686,-17.5733,22.955008578739413,-0.8719020707152149,8,-115.741,-147.366,184.67,390.394,-392.551,844.534,1,427.593,211,214.74,Decay,0
51,16,791,11,67,2.25575,-24.4512,24.55503185708583,-1.4788015410372926,9,-223.504,-29.1369,225.546,14.0312,-676.025,-167.878,-1,259.85,-211,71.5722,Decay,0
11,16,800,11,76,16.4589,-18.2224,24.555065688570252,-0.83620313482892,8,-113.497,-149.588,184.66,393.557,-389.333,844.551,1,458.386,211,30.7771,Decay,0
52,16,887,12,75,1.36285,-26.1796,26.21504942361353,-1.5187855669748629,9,-223.506,-29.2382,225.55,9.19643,-676.12,-167.824,-1,276.215,-211,232.809,Decay,0
12,16,898,12,86,17.7376,-19.303,26.21503886626911,-0.8276347641644436,-1,17.6055,-19.4137,0.0100779,0.0298872,-0.004424,-0.00923235,-1,16.6913,11,49.0103,hIoni,1
53,16,988,13,76,2.31824,-27.7232,27.819957852908402,-1.4873694801092494,9,-223.511,-29.1883,225.554,4.38674,-676.181,-167.762,-1,293.46,-211,77.3146,Decay,0
13,16,998,13,86,18.1708,-21.0659,27.819958940480124,-0.8590502076121075,8,-109.126,-153.845,184.659,399.613,-383.111,844.514,1,517.897,211,268.365,Decay,0
86,16,1044,14,32,-7.94566,28.3735,29.465047345721338,1.8438403259776666,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1461.31,,-9999
54,16,1096,14,84,1.43275,-29.4301,29.464954752595496,-1.5221515817590232,9,-223.513,-29.417,225.557,-0.0396992,-676.202,-167.725,-1,306.972,-211,219.842,Decay,0
14,16,1108,14,96,19.4696,-22.1161,29.465016602235266,-0.8489521224684887,8,-106.818,-156.032,184.652,402.737,-379.797,844.524,1,546.702,211,206.654,Decay,0
55,16,1209,15,85,2.3798,-30.9687,31.060003665968875,-1.4941017246472739,9,-223.514,-29.2381,225.558,-5.18046,-676.185,-167.696,-1,326.928,-211,100.202,Decay,0
15,16,1221,15,97,21.1693,-22.7285,31.060006032517123,-0.8209021022201319,8,-104.582,-158.096,184.631,405.528,-376.723,844.56,1,577.166,211,30.0091,Decay,0
92,16,1321,16,85,-16.1128,-28.4431,32.68994128856765,-2.0862134156939036,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1475.68,,-9999
56,16,1333,16,97,2.40483,-32.6014,32.689975363846635,-1.497165057933219,9,-223.512,-29.2824,225.555,-9.9331,-676.124,-167.719,-1,342.944,-211,121.954,Decay,0
16,16,1347,16,111,22.5411,-23.6756,32.68998661012268,-0.8099406384888828,-1,22.3799,-23.8933,0.00972049,0.00933559,0.0276055,0.00233293,-1,4.29264,11,76.9487,hIoni,1
57,16,1461,17,97,1.6813,-34.2237,34.264973535375745,-1.5217090164508906,9,-223.512,-29.3436,225.554,-14.6503,-676.034,-167.728,-1,359.843,-211,91.7832,Decay,0
17,16,1475,17,111,23.011,-25.3887,34.265028946288666,-0.8344850376334667,8,-100.269,-162.011,184.607,410.888,-370.762,844.585,1,625.734,211,209.994,Decay,0
90,16,1571,18,79,-32.6634,-14.8364,35.87501170062527,-2.715234146710448,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,500.096,,-9999
58,16,1598,18,106,2.41328,-35.7937,35.87496174281445,-1.5034762887313124,9,-223.514,-29.3234,225.557,-19.3579,-675.925,-167.685,-1,375.868,-211,153.165,Decay,0
18,16,1613,18,121,24.2038,-26.48,35.874982013096535,-0.8302778205363396,8,-97.7621,-164.204,184.572,414.247,-366.849,844.644,1,663.868,211,227.042,Decay,0
59,16,1738,19,106,1.68041,-37.4173,37.45501457826575,-1.5259165085751853,9,-223.52,-29.4048,225.56,-24.044,-675.785,-167.633,-1,392.58,-211,57.8376,Decay,0
19,16,1754,19,122,25.8838,-27.0723,37.455046785847166,-0.8078375143634733,8,-95.3902,-166.25,184.544,417.113,-363.456,844.694,1,693.488,211,14.5785,Decay,0
60,16,1896,20,124,2.3370499999999996,-39.6291,39.69795170424414,-1.5118914726183674,9,-223.524,-29.3974,225.564,-30.7373,-675.525,-167.584,-1,415.209,-211,27.2927,Decay,0
20,16,1912,20,140,25.1841,-30.6869,39.697918389003725,-0.8835726998871648,8,-91.9628,-169.173,184.523,421.357,-358.431,844.729,1,735.226,211,201.458,Decay,0
61,16,2056,21,124,1.61877,-41.2004,41.23218859668864,-1.5315263731800568,9,-223.528,-29.4732,225.564,-35.2807,-675.304,-167.57,-1,431.397,-211,196.752,Decay,0
21,16,2073,21,141,26.7782,-31.3532,41.23221004845605,-0.8639372890362873,8,-89.6281,-171.132,184.514,424.174,-355.053,844.741,1,764.121,211,40.4038,Decay,0
62,16,2216,22,124,2.5209149999999996,-42.74685,42.82111859071088,-1.5118914333021845,9,-223.525,-29.3995,225.565,-40.0454,-675.04,-167.553,-1,448.104,-211,122.345,Decay,0
22,16,2232,22,140,27.165399999999998,-33.101150000000004,42.82108228994802,-0.8835731460613554,8,-87.2378,-173.12,184.518,427.13,-351.508,844.728,1,793.96,211,284.011,Decay,0
63,16,2376,23,124,1.7450900000000003,-44.41545,44.44971920958107,-1.5315263687935012,9,-223.529,-29.4543,225.566,-44.9668,-674.732,-167.534,-1,465.487,-211,91.5219,Decay,0
23,16,2393,23,141,28.8678,-33.79985,44.44974394597229,-0.8639379635977162,8,-84.6799,-175.203,184.515,430.179,-347.756,844.728,1,825.026,211,7.23412,Decay,0
64,16,2541,24,129,1.234255,-46.08645,46.102974513663696,-1.5440214278372077,9,-223.528,-29.4389,225.566,-49.7696,-674.396,-167.526,-1,481.896,-211,108.077,Decay,0
24,16,2564,24,152,34.5714,-30.50075,46.10290065193838,-0.7229236237766224,8,-82.2053,-177.205,184.529,433.21,-344.042,844.696,1,854.296,211,155.128,Decay,0
65,16,2717,25,129,0.4256899999999999,-47.69525,47.69714964794647,-1.5618713563387792,9,-223.537,-29.5565,225.566,-54.4394,-674.034,-167.523,-1,498.625,-211,77.6169,Decay,0
25,16,2741,25,153,36.32445,-30.91205,47.69717500025552,-0.7050734200584181,8,-79.6284,-179.257,184.548,436.171,-340.37,844.656,1,884.221,211,19.4605,Decay,0
85,16,2780,26,16,37.58395,31.983849999999997,49.350987410841135,0.7050729181408968,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,524.083,,-9999
66,16,2893,26,129,1.3212099999999998,-49.33325,49.35093870866693,-1.5440213978947852,9,-223.534,-29.5208,225.565,-59.1088,-673.639,-167.521,-1,514.587,-211,295.128,Decay,0
26,16,2917,26,153,38.148799999999994,-31.3079,49.35094268451211,-0.6872232198034948,8,-76.9061,-181.347,184.537,439.159,-336.454,844.672,1,915.564,211,231.732,Decay,0
67,16,3069,27,129,0.45538999999999996,-51.0226,51.02463219673513,-1.5618713032090048,9,-223.532,-29.5151,225.564,-64.4186,-673.148,-167.523,-1,534.062,-211,34.1696,Decay,0
27,16,3093,27,153,38.8585,-33.0685,51.02458931240897,-0.7050730830857811,8,-74.3933,-183.256,184.539,442.256,-332.382,844.663,1,947.687,211,226.563,Decay,0
87,16,3177,28,61,-9.106835,51.902150000000006,52.6950435841904,1.7444898550932473,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,569.061,,-9999
68,16,3276,28,160,1.19374,-52.6816,52.69512305467747,-1.5481406794206993,9,-223.541,-29.6132,225.563,-69.2974,-672.662,-167.525,-1,549.954,-211,101.938,Decay,0
28,16,3299,28,183,34.64445,-39.705600000000004,52.69509073113453,-0.8533652224074576,8,-71.6203,-185.324,184.541,445.19,-328.451,844.656,1,976.011,211,16.5582,Decay,0
69,16,3485,29,161,2.047785,-54.206450000000004,54.24511632404087,-1.5330367672918852,9,-223.532,-29.5086,225.565,-73.9469,-672.173,-167.491,-1,566.407,-211,226.906,Decay,0
29,16,3508,29,184,36.27675,-40.33025,54.24510720447513,-0.838261783912748,8,-69.0382,-187.19,184.523,447.923,-324.621,844.687,1,1005.52,211,250.292,Decay,0
70,16,3692,30,160,1.26532,-55.84035,55.85468398285769,-1.5481406037555234,9,-223.542,-29.5817,225.567,-78.778,-671.629,-167.463,-1,583.383,-211,7.34587,Decay,0
30,16,3715,30,183,36.72175,-42.08635,55.85470239277084,-0.8533649952645805,8,-66.1395,-189.235,184.494,451.266,-319.811,844.736,1,1035.99,211,74.5588,Decay,0
71,16,3900,31,160,0.43411,-57.48255,57.48418918271876,-1.563244439354408,9,-223.59,-29.9508,225.57,-82.7786,-671.156,-167.43,-1,594.337,-211,257.501,Decay,0
31,16,3924,31,184,38.44295,-42.73845,57.48421968771083,-0.8382612328963767,8,-63.5915,-191.0,184.473,453.61,-316.365,844.772,1,1067.44,211,173.179,Decay,0
72,16,4123,32,175,-0.38685500000000017,-59.10595,59.10721599088833,-1.5773413442770443,9,-223.54,-29.5713,225.567,-88.3924,-670.431,-167.427,-1,616.414,-211,119.184,Decay,0
32,16,4158,32,210,46.65645,-36.28835,59.107264124851866,-0.6610431688506869,8,-60.9029,-192.861,184.476,456.354,-312.408,844.763,1,1095.2,211,50.5027,Decay,0
73,16,4363,33,175,-1.1901549999999999,-60.60615,60.617834724992655,-1.5904313316235328,9,-223.554,-29.6741,225.566,-92.8599,-669.825,-167.425,-1,632.435,-211,43.5139,Decay,0
33,16,4399,33,211,48.33185,-36.58625,60.61783082134332,-0.6479534438245724,8,-57.9495,-194.892,184.499,459.66,-307.651,844.712,1,1124.01,211,208.428,Decay,0
75,16,4602,34,174,-2.034415,-62.144800000000004,62.178091088680304,-1.603521328924312,9,-223.545,-29.5944,225.569,-98.0289,-669.096,-167.387,-1,648.878,-211,281.338,Decay,0
74,16,4603,34,175,-0.40695499999999996,-62.1768,62.1781317716448,-1.5773413594921648,9,-223.576,-29.831,225.568,-95.6764,-669.432,-167.419,-1,636.214,-211,630.925,Decay,0
34,16,4638,34,210,49.0804,-38.1737,62.17810736786702,-0.6610438741294871,8,-55.875,-196.281,184.509,461.662,-304.69,844.688,1,1153.61,211,214.02,Decay,0
76,16,4843,35,175,-1.2520049999999996,-63.75595,63.76824191494168,-1.5904312644027367,9,-223.545,-29.6016,225.568,-102.292,-668.456,-167.375,-1,665.856,-211,93.7257,Decay,0
35,16,4879,35,211,50.8437,-38.487700000000004,63.76821215135328,-0.6479538122435164,8,-53.0858,-198.113,184.514,464.301,-300.684,844.671,1,1182.2,211,44.9515,Decay,0
88,16,4995,36,87,-36.7546,55.6356,66.67998656658533,2.154608717943718,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,134.234,,-9999
77,16,5099,36,191,-0.349134,-66.6791,66.68001403239171,-1.5760323124249938,9,-223.6,-29.9383,225.569,-109.813,-667.264,-167.365,-1,687.518,-211,265.626,Decay,0
36,16,5133,36,225,49.1715,-45.0376,66.67999569593567,-0.7415462441775049,8,-48.9401,-200.76,184.514,468.015,-294.869,844.666,1,1217.17,211,151.858,Decay,0
78,16,5355,37,191,-1.19546,-68.2745,68.2849652182792,-1.588304149654561,9,-223.621,-30.043,225.57,-114.556,-666.468,-167.348,-1,704.242,-211,37.8329,Decay,0
37,16,5390,37,226,50.9172,-45.5003,68.2849804563932,-0.7292754523118236,8,-45.4003,-202.962,184.518,471.89,-288.649,844.643,1,1261.77,211,18.2287,Decay,0
89,16,5529,38,109,-63.045,30.223,69.91496087390739,2.694570408689783,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,725.021,,-9999
79,16,5610,38,190,-2.08174,-69.884,69.91499908766072,-1.6005760271564762,9,-223.49,-29.2889,225.573,-121.957,-665.163,-167.295,-1,729.79,-211,158.438,Decay,0
38,16,5646,38,226,52.7004,-45.9431,69.91495260507584,-0.7170027801177334,8,-42.4743,-204.727,184.509,474.443,-284.38,844.654,1,1292.41,211,231.67,Decay,0
80,16,5867,39,191,-1.25297,-71.559,71.56996866578118,-1.5883041451785396,9,-223.608,-29.9271,225.573,-124.453,-664.7,-167.29,-1,738.502,-211,242.216,Decay,0
39,16,5902,39,226,53.3667,-47.6892,71.56999696471979,-0.7292753856534213,8,-40.4799,-205.909,184.503,475.735,-282.178,844.664,1,1307.92,211,181.973,Decay,0
81,16,6146,40,214,-1.98028,-73.1832,73.20998750934466,-1.5978489412080221,9,-223.617,-29.9487,225.575,-129.476,-663.747,-167.255,-1,755.62,-211,71.3442,Decay,0
82,16,6434,41,214,-2.83728,-74.7061,74.75995943690981,-1.608757309828736,9,-223.482,-29.2488,225.58,-136.46,-662.361,-167.181,-1,780.012,-211,91.2717,Decay,0
84,16,6721,42,213,-3.72944,-76.2539,76.34504560168656,-1.6196655733551935,9,-223.492,-29.3016,225.581,-141.531,-661.3,-167.159,-1,796.748,-211,546.042,Decay,0
83,16,6722,42,214,-2.06508,-76.3171,76.34503459830508,-1.5978489297337892,9,-223.608,-29.8514,225.581,-138.819,-661.873,-167.171,-1,788.373,-211,293.309,Decay,0
43,17,31,0,31,-0.29794,-7.58311,7.588960766514741,-1.610066076521047,7,-457.117,-7.05119,457.285,-1.63221,-1370.91,502.505,1,84.5555,211,233.813,Decay,0
44,17,75,1,35,0.31367,-8.78266,8.788259528740603,-1.535096807988166,7,-457.116,-9.40229,457.284,1.89451,-1370.9,502.511,1,97.6356,211,80.7879,Decay,0
0,17,99,2,15,-2.2755749999999986,9.759409999999999,10.021193797583448,1.7998707666608613,8,319.463,88.4418,331.31,-235.967,964.806,-288.826,-1,113.127,-211,70.9104,Decay,0
45,17,121,2,37,-0.327885,-10.01584,10.021205490300307,-1.603521284973702,7,-457.11,-11.8677,457.285,5.51638,-1370.89,502.504,1,111.18,211,71.0357,Decay,0
1,17,150,3,18,-2.8233610000000002,10.9453,11.30358170786238,1.8232450211133213,8,319.428,88.5713,331.307,-232.596,965.616,-288.85,-1,124.511,-211,14.2072,Decay,0
46,17,176,3,44,0.3170200000000001,-11.2991,11.303546456329535,-1.5427465836190415,7,-457.098,-14.34,457.286,9.14925,-1370.88,502.488,1,124.082,211,104.522,Decay,0
2,17,203,4,15,-2.1217945,12.228200000000001,12.410918061941683,1.7426022164899055,8,319.438,88.5198,331.305,-229.205,966.418,-288.87,-1,137.62,-211,184.914,Decay,0
47,17,234,4,46,0.913005,-12.3773,12.410927983838477,-1.4971652086604832,7,-457.085,-16.575,457.291,12.4753,-1370.87,502.446,1,136.234,211,135.863,Decay,0
3,17,270,5,18,-2.6548649999999996,13.3469,13.608381526773305,1.7671459774692704,8,319.431,88.5414,331.302,-225.765,967.22,-288.888,-1,149.927,-211,75.3514,Decay,0
